iter	Logloss
120	0.001279778511
121	0.001274518647
122	0.001270988978
123	0.001259426911
124	0.001253569791
125	0.00124716825
126	0.001243061948
127	0.001236590143
128	0.001233509359
129	0.001230307141
130	0.001227570395
131	0.001223261973
132	0.001219865391
133	0.001216642178
134	0.001213165171
135	0.001208041839
136	0.001204844896
137	0.001201671025
138	0.001199125099
139	0.001194642169
140	0.00119171767
141	0.001185711294
142	0.001181229112
143	0.00117731584
144	0.00117493137
145	0.00117307126
146	0.001170785032
147	0.001168585473
148	0.001164352947
149	0.001162891767
150	0.001159323866
151	0.001156433724
152	0.001150822379
153	0.001149006232
154	0.001146915141
155	0.001142183126
156	0.0011393216
157	0.001131223567
158	0.001128519786
159	0.001123968226
160	0.001119744814
161	0.001117934411
162	0.001114046442
163	0.00111099212
164	0.001107928664
165	0.001100626082
166	0.00109823934
167	0.001095487532
168	0.001092168401
169	0.001088223195
170	0.001087260637
171	0.00108348999
172	0.001077845031
173	0.001075785371
174	0.001072398805
175	0.001070100045
176	0.001061274911
177	0.001056478859
178	0.001054564458
179	0.001049968501
180	0.00104681979
181	0.001044233227
182	0.001042832306
183	0.00103812927
184	0.001035282722
185	0.001030845216
186	0.001028992552
187	0.001026197185
188	0.001024332996
189	0.00102076056
190	0.001017646303
191	0.001014969905
192	0.001014096697
193	0.001012429967
194	0.0009991670603
195	0.0009971623859
196	0.0009943082372
197	0.0009930310849
198	0.0009865235462
199	0.0009825401434
200	0.0009801450786
201	0.0009747364142
202	0.0009733183863
203	0.0009690077032
204	0.0009603467861
205	0.0009581180288
206	0.0009559492084
207	0.0009514431293
208	0.0009426893706
209	0.0009384107918
210	0.0009311492625
211	0.000921276665
212	0.0009177046178
213	0.0009166658255
214	0.0009128046008
215	0.0009113577778
216	0.0009065021618
217	0.0009051350565
218	0.0009041909568
219	0.0009009165767
220	0.0008990836071
221	0.0008964747279
222	0.0008956827257
223	0.0008917449901
224	0.0008897112152
225	0.0008859044553
226	0.000882810852
227	0.0008802719359
228	0.0008728789862
229	0.0008664029902
230	0.0008628098219
231	0.0008593846151
232	0.0008576504145
233	0.0008519808943
234	0.0008506622233
235	0.0008494787931
236	0.0008458095185
237	0.0008426630497
238	0.000841549832
239	0.0008365885519
240	0.0008355072402
241	0.0008294832452
242	0.0008284729861
243	0.0008256913293
244	0.00082119318
245	0.0008185382137
246	0.0008157465479
247	0.0008149290521
248	0.0008109895779
249	0.0008100868505
250	0.0008059673594
251	0.0008033632442
252	0.0008007862179
253	0.0007999000351
254	0.0007940434067
255	0.0007873674227
256	0.0007867603938
257	0.0007853445586
258	0.0007834741379
259	0.0007817201124
260	0.000778736673
261	0.0007737540493
262	0.0007717188228
263	0.0007708358328
264	0.00076714772
265	0.000765813319
266	0.0007649435729
267	0.0007612839307
268	0.0007586045108
269	0.0007580740647
270	0.0007564810757
271	0.0007487469531
272	0.0007446778572
273	0.0007401835098
274	0.0007380513493
275	0.0007373929266
276	0.0007357771441
277	0.000734350422
278	0.0007307704631
279	0.0007303400486
280	0.0007282394895
281	0.0007259869734
282	0.0007232622434
283	0.0007211274136
284	0.0007197277211
285	0.000716789564
286	0.000716310514
287	0.0007115364035
288	0.0007090666791
289	0.0007054209304
290	0.0007034065303
291	0.0006996194798
292	0.0006976242613
293	0.000694028859
294	0.0006921823412
295	0.0006901409164
296	0.0006859023253
297	0.0006836350836
298	0.0006824184997
299	0.000681688388
300	0.0006791356692
301	0.0006760541628
302	0.0006747790324
303	0.0006732335779
304	0.0006711352409
305	0.0006686423227
306	0.0006638170995
307	0.0006629778756
308	0.0006624193317
309	0.0006598535264
310	0.0006579301731
311	0.0006563705413
312	0.0006541014051
313	0.0006530227445
314	0.0006525687252
315	0.0006518443604
316	0.0006492594095
317	0.0006456557678
318	0.0006437666188
319	0.0006388897116
320	0.0006383356953
321	0.0006377637798
322	0.0006341928954
323	0.0006328542171
324	0.0006323531017
325	0.0006311685341
326	0.0006289627973
327	0.0006268327102
328	0.0006253123032
329	0.0006228065554
330	0.0006220612699
331	0.0006191773433
332	0.0006149772261
333	0.0006128735539
334	0.0006094888982
335	0.0006078009324
336	0.0006044370374
337	0.0006037820269
338	0.000602814786
339	0.0006004804093
340	0.0005989612168
341	0.0005959452972
342	0.0005948609337
343	0.0005930166683
344	0.0005915504563
345	0.0005864066181
346	0.0005844409343
347	0.0005839743785
348	0.0005820750043
349	0.0005816258053
350	0.0005812959157
351	0.0005803786612
352	0.0005790029869
353	0.0005783724668
354	0.0005762544603
355	0.0005757378666
356	0.0005750066352
357	0.0005713316558
358	0.0005690264255
359	0.0005664250511
360	0.000563894375
361	0.0005601648314
362	0.0005590387292
363	0.0005565531806
364	0.0005548223986
365	0.000552831913
366	0.0005504358613
367	0.0005501166485
368	0.0005478108364
369	0.000547530571
370	0.0005435323395
371	0.0005429577677
372	0.0005405455223
373	0.0005399405802
374	0.0005377877234
375	0.0005365512742
376	0.0005361383873
377	0.0005347500246
378	0.0005327006336
379	0.0005314844737
380	0.0005275888366
381	0.0005264158987
382	0.0005229447845
383	0.0005226423952
384	0.0005202698429
385	0.0005183028402
386	0.0005162851174
387	0.0005131036615
388	0.0005088079888
389	0.0005085014024
390	0.0005058819302
391	0.0005028764789
392	0.0004996153416
393	0.0004955372717
394	0.0004948439085
395	0.0004925114837
396	0.0004913142906
397	0.0004894014616
398	0.000486495993
399	0.0004841756802
400	0.0004809074278
401	0.0004781971717
402	0.0004770185081
403	0.0004745410013
404	0.0004728624348
405	0.0004718496505
406	0.0004670736395
407	0.0004655809393
408	0.0004638187065
409	0.0004617167996
410	0.000459766363
411	0.000459212268
412	0.0004573217091
413	0.0004566505934
414	0.0004520565862
415	0.00044976363
416	0.0004476867593
417	0.0004458461668
418	0.0004442252421
419	0.0004438385727
420	0.0004409978658
421	0.0004392181641
422	0.0004376857215
423	0.0004369148236
424	0.0004364701176
425	0.0004351518176
426	0.0004347379411
427	0.0004344087608
428	0.0004332560006
429	0.0004299193328
430	0.0004272482364
431	0.000425839472
432	0.0004232561097
433	0.0004217606042
434	0.0004189577966
435	0.00041739301
436	0.0004153551128
437	0.0004147599728
438	0.0004132564755
439	0.000411485367
440	0.0004110811177
441	0.0004094860233
442	0.0004068986353
443	0.0004051955098
444	0.0004030250018
445	0.0004027641596
446	0.0004022426727
447	0.0004004500812
448	0.0003965292726
449	0.0003932368576
450	0.0003930197931
451	0.0003920417878
452	0.0003916518716
453	0.0003914574179
454	0.0003902425634
455	0.0003897241366
456	0.0003884562689
457	0.0003855966844
458	0.0003827991841
459	0.0003817962903
460	0.0003807925488
461	0.0003803534264
462	0.0003795294741
463	0.0003786475675
464	0.0003767695337
465	0.0003764241018
466	0.0003762344196
467	0.0003719575781
468	0.0003701675527
469	0.0003690034437
470	0.0003679539041
471	0.0003665806903
472	0.0003644978253
473	0.0003604323769
474	0.0003593319097
475	0.0003591652184
476	0.0003588334883
477	0.0003574598333
478	0.0003555707778
479	0.0003527384532
480	0.0003523225413
481	0.0003519531717
482	0.0003516234497
483	0.0003512620417
484	0.0003504225887
485	0.0003501211061
486	0.0003497537262
487	0.0003493737228
488	0.0003490165802
489	0.0003486738334
490	0.0003468824415
491	0.000345644384
492	0.0003444756433
493	0.0003423209268
494	0.0003420852697
495	0.0003415582314
496	0.0003372321332
497	0.0003351316548
498	0.0003334480266
499	0.0003321246074
500	0.0003294388642
501	0.0003292698
502	0.000329117518
503	0.0003275019704
504	0.0003272214254
505	0.0003226683802
506	0.0003221509966
507	0.0003203423661
508	0.0003197797529
509	0.000319020341
510	0.0003177267266
511	0.0003159650279
512	0.0003149555403
513	0.0003138540229
514	0.0003129313912
515	0.000312166239
516	0.0003098655596
517	0.000308850804
518	0.000306689828
519	0.0003059641046
520	0.0003038268822
521	0.0003027010751
522	0.0003023188615
523	0.0002998748523
524	0.0002970098885
525	0.0002961091011
526	0.0002959134723
527	0.0002938260968
528	0.0002921222956
529	0.0002896503483
530	0.0002874472716
531	0.0002854036578
532	0.0002846287106
533	0.0002831596016
534	0.0002824464738
535	0.0002806084277
536	0.0002788233964
537	0.0002771358562
538	0.0002761082219
539	0.0002750813337
540	0.000271474834
541	0.0002700205261
542	0.0002688644911
543	0.0002674972483
544	0.0002669100798
545	0.0002663551865
546	0.0002644487284
547	0.000262686642
548	0.0002619412334
549	0.0002617265752
550	0.0002609563121
551	0.0002605086979
552	0.0002603173999
553	0.0002589163962
554	0.0002564680595
555	0.0002562859632
556	0.0002556727326
557	0.0002546741563
558	0.0002544244895
559	0.0002542939352
560	0.0002541233441
561	0.0002540327811
562	0.0002538249972
563	0.0002503246394
564	0.0002497350329
565	0.0002496424558
566	0.0002483168155
567	0.0002478474443
568	0.0002468927501
569	0.0002461537644
570	0.0002460268687
571	0.0002452062292
572	0.0002444293185
573	0.000243816753
574	0.0002425268851
575	0.0002414133099
576	0.0002396103613
577	0.0002391583057
578	0.0002380052642
579	0.0002378549047
580	0.0002373683893
581	0.0002365370103
582	0.0002345486458
583	0.0002329630907
584	0.0002319311707
585	0.0002301595946
586	0.0002296310265
587	0.0002286402071
588	0.0002282278446
589	0.0002279936731
590	0.0002259806342
591	0.0002249299645
592	0.000224127119
593	0.0002217042592
594	0.0002205180822
595	0.0002196117982
596	0.000218776842
597	0.0002159869534
598	0.0002149552324
599	0.0002144736724
600	0.0002131748713
601	0.0002119587467
602	0.0002115822653
603	0.0002114881219
604	0.0002097135819
605	0.0002092338921
606	0.0002060639704
607	0.0002056792144
608	0.0002050354949
609	0.000204926667
610	0.0002032973871
611	0.0002024802479
612	0.000202389604
613	0.0002012214595
614	0.0001995091552
615	0.0001991991341
616	0.0001990156648
617	0.0001977600904
618	0.0001973613506
619	0.0001971198337
620	0.0001955991037
621	0.0001948959271
622	0.0001947547432
623	0.0001940582332
624	0.0001937444027
625	0.0001925805075
626	0.0001918495122
627	0.0001912226902
628	0.0001903799696
629	0.0001893698335
630	0.0001887009798
631	0.0001874120773
632	0.0001859197662
633	0.0001851873284
634	0.0001844135176
635	0.0001831295727
636	0.0001822621611
637	0.0001817603654
638	0.0001808162615
639	0.0001805723726
640	0.0001803502415
641	0.0001797433219
642	0.0001794478729
643	0.0001774214075
644	0.000176800484
645	0.0001766766881
646	0.0001763653867
647	0.0001761578031
648	0.0001758477994
649	0.0001754533315
650	0.0001752479606
651	0.0001748059825
652	0.0001741759441
653	0.0001737886536
654	0.0001735037072
655	0.0001730018893
656	0.0001728831573
657	0.0001720799848
658	0.0001718267695
659	0.0001714817959
660	0.0001713548884
661	0.0001693642409
662	0.0001680270346
663	0.0001678115874
664	0.0001674650028
665	0.0001669606805
666	0.0001668557201
667	0.0001665405069
668	0.0001662620008
669	0.0001661778454
670	0.0001658610822
671	0.0001655761377
672	0.0001645405292
673	0.0001643475434
674	0.000163253287
675	0.0001622208256
676	0.0001616290265
677	0.0001614725025
678	0.0001613590209
679	0.0001612152796
680	0.0001610481511
681	0.0001599603457
682	0.0001597137485
683	0.0001593172306
684	0.000158786454
685	0.0001579165682
686	0.0001577954021
687	0.0001576005457
688	0.0001571878847
689	0.0001569001913
690	0.0001565449586
691	0.0001550907742
692	0.0001550022898
693	0.0001543026688
694	0.0001529838164
695	0.0001524896404
696	0.000152175195
697	0.0001520520291
698	0.0001515374293
699	0.000151255387
700	0.0001508217568
701	0.0001505371175
702	0.0001504697141
703	0.0001504076745
704	0.0001498491039
705	0.000149791039
706	0.000149678991
707	0.0001493102875
708	0.0001487866419
709	0.0001484320233
710	0.0001483265641
711	0.0001480157153
712	0.0001479434691
713	0.0001474555159
714	0.0001466764115
715	0.0001465410191
716	0.00014616209
717	0.0001457404631
718	0.0001447555043
719	0.0001447245564
720	0.0001444686366
721	0.0001436780043
722	0.000143471204
723	0.0001432920037
724	0.0001421380839
725	0.0001420445045
726	0.0001415054483
727	0.0001414373828
728	0.0001413875158
729	0.0001405261071
730	0.0001400971857
731	0.0001399323631
732	0.0001396359887
733	0.0001394235993
734	0.0001390596212
735	0.0001387007175
736	0.000138515358
737	0.000138458684
738	0.0001384178943
739	0.0001382977268
740	0.0001382440272
741	0.0001380216002
742	0.0001379970051
743	0.0001375747014
744	0.0001373300853
745	0.0001372679748
746	0.0001369949159
747	0.0001365790722
748	0.0001362609934
749	0.0001353542987
750	0.0001350702802
751	0.0001349736299
752	0.0001346948435
753	0.000134029034
754	0.0001337224208
755	0.0001333041009
756	0.0001330749329
757	0.0001326899542
758	0.0001318560175
759	0.0001316298451
760	0.0001314311839
761	0.0001309616014
762	0.0001307331578
763	0.0001303315508
764	0.0001301383481
765	0.0001298043936
766	0.0001294169565
767	0.0001291570127
768	0.0001290467427
769	0.0001288386285
770	0.0001287985321
771	0.0001285816896
772	0.0001282875396
773	0.0001282424708
774	0.000128126882
775	0.0001281268521
776	0.000128058914
777	0.0001279830419
778	0.0001278786508
779	0.0001277890568
780	0.0001274351246
781	0.0001273315369
782	0.0001267738924
783	0.000125640195
784	0.0001254559158
785	0.0001252379554
786	0.0001246513525
787	0.0001245264424
788	0.0001243491909
789	0.0001233024726
790	0.0001230717119
791	0.0001230278635
792	0.0001229587588
793	0.0001215950587
794	0.0001215289555
795	0.0001212602762
796	0.0001210708229
797	0.0001208429482
798	0.0001206836763
799	0.0001204496852
800	0.0001203477913
801	0.0001202336623
802	0.000120204162
803	0.0001200833989
804	0.0001199270324
805	0.0001199269348
806	0.0001194978281
807	0.0001190804791
808	0.00011872707
809	0.0001184027866
810	0.0001182683286
811	0.0001182288892
812	0.0001179350897
813	0.0001177402817
814	0.000117603404
815	0.0001174508635
816	0.0001171391681
817	0.0001169499441
818	0.0001162385561
819	0.000116093838
820	0.000115757146
821	0.0001156461995
822	0.0001151540479
823	0.0001147573237
824	0.0001146043444
825	0.0001135062993
826	0.0001134510997
827	0.0001134111419
828	0.0001132918507
829	0.0001130558358
830	0.0001126436395
831	0.0001124179098
832	0.0001121025158
833	0.0001115788668
834	0.0001111309426
835	0.0001109111919
836	0.0001108162998
837	0.0001107210442
838	0.0001103853524
839	0.0001102881645
840	0.0001102010321
841	0.0001101076741
842	0.0001100670451
843	0.0001092463642
844	0.000109061738
845	0.0001090228511
846	0.0001087696211
847	0.0001085913955
848	0.0001084141145
849	0.0001082668415
850	0.0001080288941
851	0.000107911622
852	0.0001078623854
853	0.0001075814346
854	0.0001072762897
855	0.0001070980475
856	0.0001070048146
857	0.0001065876419
858	0.0001065229183
859	0.0001062567713
860	0.0001060994964
861	0.0001057797536
862	0.000105527318
863	0.000105390241
864	0.0001052914542
865	0.0001051218846
866	0.0001050886775
867	0.0001048788782
868	0.0001045763949
869	0.0001045325321
870	0.0001043998015
871	0.0001042123734
872	0.0001039265577
873	0.0001037782405
874	0.0001035396819
875	0.0001031936751
876	0.0001029179558
877	0.000102847734
878	0.0001027623579
879	0.0001026252055
880	0.0001025452065
881	0.0001023346254
882	0.000101967776
883	0.0001018403066
884	0.0001015521191
885	0.0001014425781
886	0.0001009219208
887	0.0001006585324
888	9.998182367e-05
889	9.995138506e-05
890	9.983793854e-05
891	9.969874423e-05
892	9.95825417e-05
893	9.917375926e-05
894	9.903245696e-05
895	9.880716932e-05
896	9.869688115e-05
897	9.866811138e-05
898	9.861081425e-05
899	9.856753168e-05
900	9.838878497e-05
901	9.827747539e-05
902	9.821334927e-05
903	9.802093512e-05
904	9.789999967e-05
905	9.77061444e-05
906	9.752744702e-05
907	9.744747568e-05
908	9.742912768e-05
909	9.728916551e-05
910	9.721462014e-05
911	9.675253113e-05
912	9.662345365e-05
913	9.642993767e-05
914	9.623725727e-05
915	9.599439114e-05
916	9.593953064e-05
917	9.581705059e-05
918	9.555853846e-05
919	9.542450989e-05
920	9.503647981e-05
921	9.495750185e-05
922	9.486119557e-05
923	9.459345047e-05
924	9.453637601e-05
925	9.448102788e-05
926	9.445413231e-05
927	9.426886264e-05
928	9.420180244e-05
929	9.413870418e-05
930	9.384779546e-05
931	9.350107893e-05
932	9.340415507e-05
933	9.326520929e-05
934	9.308052877e-05
935	9.246359027e-05
936	9.237008454e-05
937	9.232961237e-05
938	9.222509208e-05
939	9.216077251e-05
940	9.208835798e-05
941	9.164150795e-05
942	9.115434267e-05
943	9.100995993e-05
944	9.099728461e-05
945	9.088800936e-05
946	9.086310975e-05
947	9.061922352e-05
948	9.038544149e-05
949	9.031749087e-05
950	9.020355274e-05
951	9.00712216e-05
952	8.999463321e-05
953	8.96764188e-05
954	8.955100929e-05
955	8.952690042e-05
956	8.941005002e-05
957	8.917125671e-05
958	8.910690801e-05
959	8.884918928e-05
960	8.880200306e-05
961	8.873490931e-05
962	8.863990706e-05
963	8.852716017e-05
964	8.84621236e-05
965	8.83780328e-05
966	8.827901936e-05
967	8.82555793e-05
968	8.721229208e-05
969	8.717203458e-05
970	8.712053358e-05
971	8.701705968e-05
972	8.699449227e-05
973	8.679777842e-05
974	8.67672993e-05
975	8.673977879e-05
976	8.66906894e-05
977	8.646968614e-05
978	8.638489554e-05
979	8.617122556e-05
980	8.61217437e-05
981	8.60231137e-05
982	8.595589447e-05
983	8.586316318e-05
984	8.567753518e-05
985	8.547598094e-05
986	8.541804683e-05
987	8.491594882e-05
988	8.480540701e-05
989	8.449539533e-05
990	8.426370019e-05
991	8.424480859e-05
992	8.424480657e-05
993	8.418744186e-05
994	8.395625714e-05
995	8.385267816e-05
996	8.364443961e-05
997	8.359487317e-05
998	8.357756115e-05
999	8.354301879e-05
